id,formula,activity,Km,Vmax,X,IR,pot2,ph,temp,dstr,cryst,lgCmin,lgCmax,Cmin,Cmax,lgCconst,Cconst,lgCcat,Ccat,lgvolume,Mcoat,Sufrace,MolWt,PEOE_VSA7,PEOE_VSA9,VSA_EState8,Kappa2,BalabanJ,MinAbsEStateIndex,MinEStateIndex,EState_VSA6,VSA_EState4,PEOE_VSA8,MinPartialCharge,EState_VSA4,SMR_VSA7,Complexity1,TPSA1,TPSA2,TPSA,XLogP,MaxEStateIndex.1,MaxEStateIndex.2,MinPartialCharge.1,MaxPartialCharge.1
258,NiFe2O4,1,0.0003,3.96E-05,2.761,1.137,-0.047,4.6,25,3,7,-3,-4,0,0.0001,0.562292864,3.65,-1.698970004,0.02,1.244920044,153.18,1,153.181,30.66176366,0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0,-0.504259893,5.563451492,23.7625527,0,40.5,52,66.48,-1,6,5.99273862,-0.254557431,-0.254557431
259,CuFe2O4,1,0.0012,8.23E-05,2.76,1.069,0.038,4.6,25,3,7,-3,-4,0,0.0001,0.562292864,3.65,-1.698970004,0.02,1.085183508,153.18,1,153.181,30.66176366,0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0,-0.504259893,5.563451492,23.7625527,0,40.5,52,66.48,-1,6,5.99273862,-0.254557431,-0.254557431
260,CoFe2O4,1,0.0052,0.000239,2.757,1.071,-0.05,4.6,25,3,7,-3,-4,0,0.0001,0.562292864,3.65,-1.698970004,0.02,1.027268042,153.18,1,153.181,30.66176366,0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0,-0.504259893,5.563451492,23.7625527,0,40.5,52,66.48,-1,6,5.99273862,-0.254557431,-0.254557431
261,Ir,1,0.0300,1.70E-05,2.2,1.35,,4,35,3,0,-1.602059991,-0.522878745,0.025,0.3,0.698970004,5,-4.415668776,3.84E-05,1.632204133,1701.19,1,1701.206,121.3273414,55.63451492,-1.707881529,33.36010515,1.086959255,0.294681878,-3.118202658,0,-9.889215572,0,-0.504143738,0,176.9618563,226,52,40.5,777.98,6.2,5.99273862,6,-0.39829863,0.037337328
262,Ir,1,18.0200,8.10E-05,2.2,1.35,,4,35,3,0,0.397940009,1.477121255,2.5,30,-0.920818754,0.12,-4.415668776,3.84E-05,1.632204133,1701.19,1,1701.206,121.3273414,55.63451492,-1.707881529,33.36010515,1.086959255,0.294681878,-3.118202658,0,-9.889215572,0,-0.504143738,0,176.9618563,0,40.5,52,777.98,6.2,6,5.99273862,-0.254557431,-0.254557431
263,FeWO4,1,0.0300,0.0001225,2.992,1.117,-0.09,4,25,3,2,-1.301029996,-0.301029996,0.05,0.5,-1,0.1,2.181389913,151.8413,3.587698957,282.5,1,326.521,32.10410811,13.21376393,4.25882859,19.21723666,1.43E-06,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,26.05540717,12.15204021,226,52,40.5,49.83,49.8,5.99273862,6,-0.39829863,0.037337328
264,FeWO4,1,3.2600,0.00435,2.992,1.117,-0.09,4,25,3,2,-2.301029996,-1,0.005,0.1,-0.522878745,0.3,2.181389913,151.8413,3.587698957,282.5,1,326.521,32.10410811,13.21376393,4.25882859,19.21723666,1.43E-06,0.331506779,-0.664233856,0,0,6.420821623,-0.48123039,26.05540717,12.15204021,0,40.5,52,49.83,49.8,6,5.99273862,-0.254557431,-0.254557431
265,Fe2O3,1,0.0992,1.56E-06,2.796,1.07,-0.014,3.6,25,3,7,-1,0,0.1,1,2.84509804,700,-1.823908741,0.015,7.193820026,153.18,1,153.181,30.66176366,0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0,-0.504259893,5.563451492,23.7625527,226,52,40.5,66.48,-1,5.99273862,6,-0.39829863,0.037337328
266,Fe2O3,1,114.0000,1.97E-06,2.796,1.07,-0.014,3.6,25,3,7,2,3,100,1000,-0.045757491,0.9,-1.823908741,0.015,7.193820026,153.18,1,153.181,30.66176366,0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0,-0.504259893,5.563451492,23.7625527,0,40.5,52,66.48,-1,6,5.99273862,-0.254557431,-0.254557431
304,Rh,1,0.1980,6.78E-05,2.28,1.35,0.6,4,35,3,7,-1,0.176091259,0.1,1.5,-1,0.1,,,2.43874007,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
305,Rh,1,0.3800,0.000241,2.28,1.35,0.6,4,35,3,7,-1.602059991,-0.301029996,0.025,0.5,0.176091259,1.5,,,2.43874007,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
306,MoS2,1,0.2200,0.000137,2.44,1.397,-0.024,4,25,3,6,0,1,1,10,1,10,-1.48148606,0.033,7.773193821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
307,MoS2,1,1.2200,0.000132,2.44,1.397,-0.024,4,25,3,6,-3,1.477121255,0.001,30,0,1,-1.48148606,0.033,7.773193821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
308,MoS2,1,0.9700,6.30E-05,2.44,1.397,-0.024,4,25,3,6,-1,0,0.1,1,1,10,-1.48148606,0.033,7.773193821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,40.5,0,0,11.3319983,6,-0.744035145,0.211204803
309,MoS2,1,6.7400,0.000192,2.44,1.397,-0.024,4,25,3,6,-3,1.477121255,0.001,30,0,1,-1.48148606,0.033,7.773193821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
310,MoS2,1,0.1700,0.000141,2.44,1.397,-0.024,4,25,3,6,0,1,1,10,1,10,-1.48148606,0.033,7.773193821,121.16,1,121.161,0,0,0,2.872924705,3.343417059,0.189814815,-1.00462963,0,4.939814815,5.752853607,-0.480063884,0,0,226,52,40.5,63.32,-2.5,5.99273862,6,-0.39829863,0.037337328
311,MoS2,1,1.9800,0.000152,2.44,1.397,-0.024,4,25,3,6,-3,1.477121255,0.001,30,0,1,-1.48148606,0.033,7.773193821,121.16,1,121.161,0,0,0,2.872924705,3.343417059,0.189814815,-1.00462963,0,4.939814815,5.752853607,-0.480063884,0,0,0,40.5,52,63.32,-2.5,6,5.99273862,-0.254557431,-0.254557431
312,MoS2,1,0.1500,0.000161,2.44,1.397,-0.024,4,25,3,6,-1,0,0.1,1,1,10,-1.48148606,0.033,7.773193821,121.16,1,121.161,0,0,0,2.872924705,3.343417059,0.189814815,-1.00462963,0,4.939814815,5.752853607,-0.480063884,0,0,0,883,40.5,63.32,-2.5,11.3319983,6,-0.744035145,0.211204803
313,MoS2,1,8.0600,0.000992,2.44,1.397,-0.024,4,25,3,6,-3,1.477121255,0.001,30,0,1,-1.48148606,0.033,7.773193821,121.16,1,121.161,0,0,0,2.872924705,3.343417059,0.189814815,-1.00462963,0,4.939814815,5.752853607,-0.480063884,0,0,0,40.5,52,63.32,-2.5,6,5.99273862,-0.254557431,-0.254557431
314,MoS2,1,0.0860,0.000132,2.44,1.397,-0.024,4,35,3,6,-1.301029996,0.243038049,0.05,1.75,,,-1,0.1,7.773193821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
315,MoS2,1,0.1220,0.000136,2.44,1.397,-0.024,4,35,3,6,-3,1.77815125,0.001,60,0,1,-1,0.1,7.773193821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
316,MoS2,1,0.0470,0.000178,2.44,1.397,-0.024,4,35,3,6,-1.301029996,0.243038049,0.05,1.75,,,-1,0.1,7.773193821,5000,1,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,226,52,40.5,12.53,-0.1,5.99273862,6,-0.39829863,0.037337328
317,MoS2,1,0.1080,0.000106,2.44,1.397,-0.024,4,35,3,6,-3,1.77815125,0.001,60,0,1,-1,0.1,7.773193821,5000,1,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,0,40.5,52,12.53,-0.1,6,5.99273862,-0.254557431,-0.254557431
322,Co9S8,1,1.6400,0.00099,2.209,1.515,,3,35,3,7,-0.602059991,0.176091259,0.25,1.5,2,100,-1.301029996,0.05,12.52827378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
323,Co9S8,1,7.3900,0.00035,2.209,1.515,,3,35,3,7,-3,2,0.001,100,-0.301029996,0.5,-1.301029996,0.05,12.52827378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
324,Mo0.1CeO2,1,0.0010,9.64E-06,2.65,1.433,0.05,4,50,3,7,-0.602059991,0.301029996,0.25,2,0.698970004,5,-0.22184875,0.6,2.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
325,Mo0.1CeO2,1,8.8500,8.01E-05,2.65,1.433,0.05,4,50,3,7,-3,0.698970004,0.001,5,1.698970004,50,-0.22184875,0.6,2.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
326,CeO2,1,0.6230,1.95E-05,2.667,1.177,-0.29,4,45,3,7,-0.602059991,0.301029996,0.25,2,0.698970004,5,-0.22184875,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
327,CeO2,1,0.0670,6.88E-06,2.667,1.177,-0.29,4,45,3,7,-3,0.698970004,0.001,5,1.698970004,50,-0.22184875,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
328,CuO/Pt,1,0.3300,0.0002786,,,0.685,4,35,3,2,-1,0.255272505,0.1,1.8,0.77815125,6,0,1,7.632204133,66500,1,314.578,51.90284463,0,19.49796296,7.779665523,3.88E-07,0.208333333,-1.428626543,11.09986462,0,19.88931523,-0.535385563,18.86332337,12.77889057,226,52,40.5,41.9,60.8,5.99273862,6,-0.39829863,0.037337328
329,CuO/Pt,1,0.7500,0.0001288,,,0.685,4,35,3,2,-0.602059991,0.77815125,0.25,6,-0.301029996,0.5,0,1,7.632204133,66500,1,314.578,51.90284463,0,19.49796296,7.779665523,3.88E-07,0.208333333,-1.428626543,11.09986462,0,19.88931523,-0.535385563,18.86332337,12.77889057,0,40.5,52,41.9,60.8,6,5.99273862,-0.254557431,-0.254557431
330,Cu,1,0.6480,5.96E-05,1.9,0.91,0.52,6,30,3,7,-1,0,0.1,1,1.698970004,50,,,0,66463,0.2,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,226,52,40.5,21.59,21.6,5.99273862,6,-0.39829863,0.037337328
331,Cu,1,29.1600,4.22E-05,1.9,0.91,0.52,6,30,3,7,1,2.301029996,10,200,-0.301029996,0.5,,,0,66463,0.2,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,0,40.5,52,21.59,21.6,6,5.99273862,-0.254557431,-0.254557431
332,Cu(OH)2,1,1.3350,0.000421,2.636,0.778,0.068,4.5,25,3,3,-1.301029996,-0.045757491,0.05,0.9,-0.27572413,0.53,-1.22184875,0.06,6.528273777,55000,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328
333,Cu(OH)2,1,0.3790,0.000391,2.636,0.778,0.068,4.5,25,3,3,-1.301029996,-0.096910013,0.05,0.8,-0.096910013,0.8,-1.22184875,0.06,6.528273777,55000,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431
334,Pt,1,0.1270,2.00E-05,2.28,1.35,1.2,4,35,3,7,-1.204119983,-0.301029996,0.0625,0.5,0,1,,,1.930358029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
335,Pt,1,1.1400,3.10E-05,2.28,1.35,1.2,4,35,3,7,-0.602059991,1,0.25,10,-0.602059991,0.25,,,1.930358029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
336,V2O5,1,0.7380,0.0185,2.923,1.094,-0.071,4,25,1,3,-3,-0.096910013,0.001,0.8,,,,,5.494850022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
337,V2O5,1,0.2320,0.0129,2.923,1.094,-0.071,4,25,1,3,-3,0.84509804,0.001,7,,,,,5.494850022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
338,Os,1,0.0960,0.000412,2.2,1.3,0.85,4,55,3,6,-1.187086643,-0.886056648,0.065,0.13,-0.602059991,0.25,-1.32330639,0.0475,0.691346764,192.12,1,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,226,52,40.5,140.62,141,5.99273862,6,-0.39829863,0.037337328
339,Os,1,3.8800,0.000565,2.2,1.3,0.85,4,55,3,6,0.698970004,1.255272505,5,18,-0.522878745,0.3,-1.32330639,0.0475,0.691346764,192.12,1,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,0,40.5,52,140.62,141,6,5.99273862,-0.254557431,-0.254557431
340,Cu-CuFe2O4,1,0.6900,0.0001687,,,0.279,4,35,1,7,-1,0.079181246,0.1,1.2,-1.22184875,0.06,-0.602059991,0.25,5.917337431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
341,Cu-CuFe2O4,1,0.0870,0.0003218,,,0.279,4,35,1,7,-1.301029996,0,0.05,1,-0.080921908,0.83,-0.602059991,0.25,5.917337431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
342,Ru/C,1,0.0710,2.29E-05,,,0.45,6,30,3,7,-1.698970004,-1,0.02,0.1,0.301029996,2,1.301029996,20,0.691346764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
343,Ru/C,1,0.9690,1.79E-05,,,0.45,6,30,3,7,-2,0.602059991,0.01,4,-1,0.1,1.301029996,20,0.691346764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
344,Ru,1,0.0603,0.000134,2.2,1.3,0.45,4,22,3,7,-2,-0.22184875,0.01,0.6,0.301029996,2,,,1.840055884,55000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328
345,Ru,1,318.0000,7.41E-05,2.2,1.3,0.45,4,22,3,7,-2,2.77815125,0.01,600,-0.096910013,0.8,,,1.840055884,55000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431
346,Pd,1,0.0470,0.00038,2.2,0.73,0.83,4,22,3,7,-2,-0.22184875,0.01,0.6,0.301029996,2,,,2.244564081,55000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328
347,Pd,1,730.0000,0.00014,2.2,0.73,0.83,4,22,3,7,-2,2.77815125,0.01,600,-0.096910013,0.8,,,2.244564081,55000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431
349,Au,1,0.0044,2.50E-05,2.54,1.51,1.69,3,25,3,7,#????,-1,0,0.1,,,,,3.528273777,192.12,1,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,0,40.5,52,140.62,141,6,5.99273862,-0.254557431,-0.254557431
350,Pt,1,2.0200,0.00115,2.28,1.35,1.2,4,30,3,7,-1.744727495,-0.447331784,0.018,0.357,2.477121255,300,,,1.519515097,70000,1,43.069,0,0,2.5,0.206165084,2.25,1.25,1.25,0,0,13.08951281,-0.314205753,0,0,226,52,40.5,21.94,-0.4,5.99273862,6,-0.39829863,0.037337328
351,Pt,1,43.6000,8.50E-05,2.28,1.35,1.2,4,30,3,7,1.591064607,2.247973266,39,177,-0.096910013,0.8,,,1.519515097,70000,1,43.069,0,0,2.5,0.206165084,2.25,1.25,1.25,0,0,13.08951281,-0.314205753,0,0,0,40.5,52,21.94,-0.4,6,5.99273862,-0.254557431,-0.254557431
352,MoS2,1,0.2320,4.56E-05,2.44,1.397,-0.024,4,25,3,,-0.301029996,0.301029996,0.5,2,1,10,-2,0.01,2.096910013,58000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328
353,MoS2,1,0.3660,4.76E-05,2.44,1.397,-0.024,4,25,3,,0.301029996,1.096910013,2,12.5,0,1,-2,0.01,2.096910013,58000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431
354,Fe/CeO2,1,0.1760,8.60E-05,,,-0.37,4,40,3,7,-1,0,0.1,1,2,100,-1,0.1,2.632114038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
355,Fe/CeO2,1,47.6000,0.000166,,,-0.37,4,40,3,7,1.301029996,2.176091259,20,150,-0.096910013,0.8,-1,0.1,2.632114038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
356,TiO2,1,0.0480,3.70E-06,2.807,1.088,-0.293,4,50,3,4,-3,-0.096910013,0.001,0.8,1.301029996,20,0,1,5.049218023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
357,TiO2,1,2.7900,4.80E-06,2.807,1.088,-0.293,4,50,3,4,0.698970004,2,5,100,-0.096910013,0.8,0,1,5.049218023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
358,TiO2/TiN,1,0.0830,2.75E-05,,,0.039,4,50,3,,-3,-0.096910013,0.001,0.8,1.301029996,20,0,1,5.397940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
359,TiO2/TiN,1,4.9600,3.08E-05,,,0.039,4,50,3,,0.698970004,2,5,100,-0.096910013,0.8,0,1,5.397940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
360,TiN,1,0.0740,0.0001,2.29,1.065,0.371,4,50,3,7,-3,-0.096910013,0.001,0.8,1.301029996,20,0,1,5.53529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
361,TiN,1,10.2900,7.84E-05,2.29,1.065,0.371,4,50,3,7,0.698970004,2,5,100,-0.096910013,0.8,0,1,5.53529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
362,TiN,1,0.0340,6.61E-05,2.29,1.065,0.371,4,50,3,7,-3,-0.096910013,0.001,0.8,1.301029996,20,0,1,3.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
363,TiN,1,9.2700,5.56E-05,2.29,1.065,0.371,4,50,3,7,0.698970004,2,5,100,-0.096910013,0.8,0,1,3.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
364,TiN,1,0.0910,7.26E-05,2.29,1.065,0.371,4,50,3,7,-3,-0.096910013,0.001,0.8,1.301029996,20,0,1,3.765817515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
365,TiN,1,11.7100,5.67E-05,2.29,1.065,0.371,4,50,3,7,0.698970004,2,5,100,-0.096910013,0.8,0,1,3.765817515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
366,CuO,1,0.0600,4.10E-05,2.67,1.065,0.17,4,45,1,2,-2,-0.522878745,0.01,0.3,2,100,-1.602059991,0.025,7.033858717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,40.5,0,0,11.3319983,6,-0.744035145,0.211204803
367,CuO,1,14.8000,6.00E-06,2.67,1.065,0.17,4,45,1,2,0,3,1,1000,-1,0.1,-1.602059991,0.025,7.033858717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
368,Cu-Fe4(Fe(CN)6)3,1,0.6000,0.000179,,,0.257,3,35,3,,-3,-0.301029996,0.001,0.5,-0.397940009,0.4,-2,0.01,5.096910013,5000,1,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,226,52,40.5,12.53,-0.1,5.99273862,6,-0.39829863,0.037337328
369,Cu-Fe4(Fe(CN)6)3,1,0.1400,0.00012,,,0.257,3,35,3,,-3,0.698970004,0.001,5,-0.397940009,0.4,-2,0.01,5.096910013,5000,1,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,226,52,40.5,12.53,-0.1,5.99273862,6,-0.39829863,0.037337328
370,Ir,1,0.0200,0.000108,2.2,1.35,,4.5,25,3,7,-3,-0.301029996,0.001,0.5,1.698970004,50,-3.204119983,0.000625,0.528273777,58000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328
371,Ir,1,266.0000,0.000385,2.2,1.35,,4.5,25,3,7,-3,3,0.001,1000,-0.301029996,0.5,-3.204119983,0.000625,0.528273777,58000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328
372,Pt,1,0.2200,0.000558,2.28,1.35,1.2,4,37,3,7,-2.15490196,0,0.007,1,0.903089987,8,-0.823908741,0.15,0.81552482,440000,1,1152.384,112.9204435,37.5740477,7.307812377,37.83266664,3.312274144,0.004355277,-1.875705046,27.6949488,23.25038458,0,-0.507966645,6.9237372,29.82891977,226,52,40.5,477.88,-5.1,5.99273862,6,-0.39829863,0.037337328
373,Pt,1,187.2500,0.32,2.28,1.35,1.2,4,37,3,7,0.602059991,2,4,100,-0.677780705,0.21,-0.823908741,0.15,0.81552482,440000,1,1152.384,112.9204435,37.5740477,7.307812377,37.83266664,3.312274144,0.004355277,-1.875705046,27.6949488,23.25038458,0,-0.507966645,6.9237372,29.82891977,226,52,40.5,477.88,-5.1,5.99273862,6,-0.39829863,0.037337328
374,RuO2,1,0.2360,6.00E-06,3.027,1.093,0.263,4,,3,7,-1.301029996,-0.22184875,0.05,0.6,2.301029996,200,-3,0.001,1.806179974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328
375,RuO2,1,212.0000,0.000135,3.027,1.093,0.263,4,,3,7,-2,2.903089987,0.01,800,-0.397940009,0.4,-3,0.001,1.806179974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431
376,Mn3O4,1,0.9890,0.000303333,2.63,1.32,,7.4,25,3,4,-3,0.301029996,0.001,2,0.301029996,2,-2,0.01,4.668907502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,160,0,0,6,11.50371352,-0.254557431,-0.254557431
377,Mn3O4,1,2.8450,0.000281667,2.63,1.32,,7.4,25,3,4,-3,0.301029996,0.001,2,0.301029996,2,-2,0.01,5.07058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,160,0,0,6,11.50371352,-0.254557431,-0.254557431
378,Mn3O4,1,1.2600,0.000236667,2.63,1.32,,7.4,25,3,4,-3,0.301029996,0.001,2,0.301029996,2,-2,0.01,6.012964121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,160,0,0,6,11.50371352,-0.254557431,-0.254557431
379,Mn3O4,1,0.4310,0.000651667,2.63,1.32,,7.4,25,3,4,-3,0.301029996,0.001,2,0.301029996,2,-2,0.01,5.84817002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,160,0,0,6,11.50371352,-0.254557431,-0.254557431
380,Mn3O4,1,0.1900,0.000908333,2.63,1.32,,7.4,25,3,4,-3,0.301029996,0.001,2,0.301029996,2,-2,0.01,6.668149413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,160,0,0,6,11.50371352,-0.254557431,-0.254557431
381,Mn3O4,1,0.1960,0.000933333,2.63,1.32,,7,25,3,4,-3,0.243038049,0.001,1.75,0.301029996,2,-2,0.01,6.765817515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,160,0,0,6,11.50371352,-0.254557431,-0.254557431
382,Mn3O4,1,1.1600,0.0013,2.63,1.32,,7,25,3,4,-3,0.698970004,0.001,5,0,1,-2,0.01,6.765817515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,160,40.5,0,0,11.50371352,6,-0.480086286,0.322470707
